filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
"Eval-subsets/GiantPiano-MIDIs/Turina, Joaquín, Viaje marítimo, Op.49, 8sq-rKstnAE.mid",0,0,FALSE,TRUE,12,384,[76],[52],[2.295755990502395],[2.4751087238320837]
"Eval-subsets/GiantPiano-MIDIs/Türk, Daniel Gottlob, Übungsstück in E minor, -nMpETOKs_4.mid",0,0,FALSE,TRUE,12,384,[37],[27],[2.342075126221543],[2.66832228422321]
"Eval-subsets/GiantPiano-MIDIs/Turner, Joseph W., Adalette-Waltz, q3PNN3Lmqi8.mid",0,0,FALSE,TRUE,12,384,[51],[51],[2.2972064128253273],[2.5772433020446925]
"Eval-subsets/GiantPiano-MIDIs/Turner, Joseph W., Castellan Polka, 7jUYT4ZazZE.mid",0,0,FALSE,TRUE,12,384,[54],[47],[2.228477098615002],[2.4478318954961686]
"Eval-subsets/GiantPiano-MIDIs/Turner, Joseph W., Crystal Lake Polka, Op.349, PAq4RmaWF9o.mid",0,0,FALSE,TRUE,12,384,[57],[36],[2.227209173184641],[2.6595786414082987]
"Eval-subsets/GiantPiano-MIDIs/Turner, Joseph W., Julia Waltz, q3PNN3Lmqi8.mid",0,0,FALSE,TRUE,12,384,[51],[51],[2.2972064128253273],[2.5772433020446925]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Cantio Lodomerica XCIII, 8O-eo9cEzso.mid",0,0,FALSE,TRUE,12,384,[44],[40],[2.2086273695956993],[2.3638307386620414]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Cantio Lodomerica XXVII, B69SM408wsA.mid",0,0,FALSE,TRUE,12,384,[61],[47],[2.117962045575852],[2.397184951674431]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Cantio Lodomerica XXXIX, ssuVWIHasuQ.mid",0,0,FALSE,TRUE,12,384,[72],[44],[2.1573491266475178],[2.4726405291475793]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Passacaglia Cromatica, iVKivX9ey7E.mid",0,0,FALSE,TRUE,12,384,[57],[49],[2.240799869426067],[2.3632689611255366]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Passacaglia Ucraina, v38KAf2waQs.mid",0,0,FALSE,TRUE,12,384,[73],[46],[2.127300693711392],[2.409508795692549]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Passacaglia, m9sY16hgHyw.mid",0,0,FALSE,TRUE,12,384,[59],[52],[2.3355191708320815],[2.363108283323408]
"Eval-subsets/GiantPiano-MIDIs/Turovsky-Savchuk, Roman, Tombeau sur la mort de mon maître, 8xqGNJc33p0.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.22828545731262],[2.6438945269421397]
"Eval-subsets/GiantPiano-MIDIs/Twycross, Martin, Cello Sonata, DU6wyNAVwe8.mid",0,0,FALSE,TRUE,12,384,[53],[43],[2.2881338708470365],[2.5777062664575596]
"Eval-subsets/GiantPiano-MIDIs/Tyers, William H., Admiration, aPH7sg2goKM.mid",0,0,FALSE,TRUE,12,384,[62],[52],[2.259889952813493],[2.554033906974632]
"Eval-subsets/GiantPiano-MIDIs/Tyers, William H., Mele Hula, xUjr0ud59XU.mid",0,0,FALSE,TRUE,12,384,[34],[48],[2.434615589424294],[2.98534114260665]
"Eval-subsets/GiantPiano-MIDIs/Tyrwhitt, Gerald, Fantaisie Espagnole, KPtMrCjFFCs.mid",0,0,FALSE,TRUE,12,384,[98],[52],[2.2273031416854403],[2.4609979255554144]
"Eval-subsets/GiantPiano-MIDIs/Tyrwhitt, Gerald, Le poisson d'or, PQ9_SLycrhs.mid",0,0,FALSE,TRUE,12,384,[76],[51],[2.2084550130203575],[2.3369934946001805]
"Eval-subsets/GiantPiano-MIDIs/Ugoletti, Paolo, Honky, YwwVyOCjuSQ.mid",0,0,FALSE,TRUE,12,384,[58],[52],[2.2489001233420716],[2.49363482877741]
"Eval-subsets/GiantPiano-MIDIs/Ugoletti, Paolo, Piano Tango, jkEJ8gP3knM.mid",0,0,FALSE,TRUE,12,384,[63],[52],[2.2196482445153065],[2.5706716668263825]
"Eval-subsets/GiantPiano-MIDIs/Unetti, Matteo, Lonely Heart, o4gIGvK8KPA.mid",0,0,FALSE,TRUE,12,384,[68],[49],[2.2347220350150803],[2.3050703034341513]
"Eval-subsets/GiantPiano-MIDIs/Unger, David, Piano Sonatina in C major, Op.31, tQ1uzdBJXo4.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.24316048349289],[2.4070264066263527]
"Eval-subsets/GiantPiano-MIDIs/Urban, Julius, 2 Lieder ohne Worte, y6P5zHQP6Z0.mid",0,0,FALSE,TRUE,12,384,[95],[51],[2.1363099086792237],[2.398362646170894]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, 5 Fantasiestücke, Op.2, 6HSDfDPnwaA.mid",0,0,FALSE,TRUE,12,384,[63],[47],[2.1191517657394807],[2.505581624769957]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, 5 Morceaux, Op.19, jqLt8XMpc0A.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.175155837006218],[2.3735268571686996]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, Deutsche Tänze, Op.7, ZEsk3SFv09M.mid",0,0,FALSE,TRUE,12,384,[72],[46],[2.2578941917024755],[2.4429812238244644]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, Präludium und Capriccio, Op.22, xXetBMbPaLQ.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.2589746893106097],[2.482655384195555]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, Rosenlieder, Op.5, cljmb043_sM.mid",0,0,FALSE,TRUE,12,384,[98],[52],[2.1903861532433413],[2.454431877260308]
"Eval-subsets/GiantPiano-MIDIs/Urspruch, Anton, Variationen über ein eigenes Thema, Op.10, 0Igm3nsLNnQ.mid",0,0,FALSE,TRUE,12,384,[58],[44],[2.175131280095644],[2.485813534122985]
"Eval-subsets/GiantPiano-MIDIs/Usandizaga, José María, En la aldea están de fiesta..., ywE34GXgPis.mid",0,0,FALSE,TRUE,12,384,[72],[52],[2.2525168128702844],[2.4417679448757723]
"Eval-subsets/GiantPiano-MIDIs/Usandizaga, José María, Rapsodia vascongada, cmO8X_6Vzuk.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.1756367179697906],[2.438988336843435]
"Eval-subsets/GiantPiano-MIDIs/Utendal, Alexander, Adesto dolori meo, 9ww4dkzl-BA.mid",0,0,FALSE,TRUE,12,384,[52],[52],[2.3014454575254852],[2.3313295603073065]
"Eval-subsets/GiantPiano-MIDIs/Vaitzman, Or, Prelude in C major, V.23, ywChxfu3fmc.mid",0,0,FALSE,TRUE,12,384,[41],[51],[2.4346006347274427],[2.182373838681644]
"Eval-subsets/GiantPiano-MIDIs/Valen, Fartein, Intermezzo, Op.36, VTw_VxAbE4c.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.2618978842388326],[2.2060547406721036]
"Eval-subsets/GiantPiano-MIDIs/Valen, Fartein, Piano Sonata No.1, Op.2, ITD_d_SgkdA.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.2565542325111885],[2.3899577423359593]
"Eval-subsets/GiantPiano-MIDIs/Valen, Fartein, Piano Sonata No.2, Op.38, ITD_d_SgkdA.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.2565542325111885],[2.3899577423359593]
"Eval-subsets/GiantPiano-MIDIs/Valen, Fartein, Variations, Op.23, p0FIPfWExwg.mid",0,0,FALSE,TRUE,12,384,[88],[52],[2.1728913700783354],[2.3171565061156487]
"Eval-subsets/GiantPiano-MIDIs/Valverde, Jorge Luis, Piano Sonata No.1 in C major, 66oJL0JZ9_E.mid",0,0,FALSE,TRUE,12,384,[107],[52],[2.1825880774299726],[2.480587170930698]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Back, Back, Back to Baltimore, x1JeK6RC4S4.mid",0,0,FALSE,TRUE,12,384,[66],[52],[2.226765463098518],[2.4662619284509866]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Blarney, FoEWBDS4_tM.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.2384243091490825],[2.6565756115241657]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Golden Arrow, LO8ntfNdbYY.mid",0,0,FALSE,TRUE,12,384,[32],[39],[2.3429816333620854],[2.9015299397618803]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Honolulu Rag, b8iZw31LnQ4.mid",0,0,FALSE,TRUE,12,384,[57],[52],[2.358742034745257],[2.468216727987783]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Indian Characteristic, BDbu7gwW8-U.mid",0,0,FALSE,TRUE,12,384,[33],[52],[2.4062892613395475],[2.9788628130301396]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Navajo Rag, b8iZw31LnQ4.mid",0,0,FALSE,TRUE,12,384,[57],[52],[2.358742034745257],[2.468216727987783]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Navajo, BDbu7gwW8-U.mid",0,0,FALSE,TRUE,12,384,[33],[52],[2.4062892613395475],[2.9788628130301396]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Piccolo, FoEWBDS4_tM.mid",0,0,FALSE,TRUE,12,384,[69],[52],[2.2384243091490825],[2.6565756115241657]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Seminole, HgNoqmtDdHw.mid",0,0,FALSE,TRUE,12,384,[32],[51],[2.359065259914243],[2.9245189337700346]
"Eval-subsets/GiantPiano-MIDIs/Van Alstyne, Egbert, Ypsilanti, kf1SMmK7-mA.mid",0,0,FALSE,TRUE,12,384,[30],[51],[2.342233639487344],[2.949267850634261]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, 24 Preludes, Op.39, JY80wEi9SDE.mid",0,0,FALSE,TRUE,12,384,[86],[52],[2.2086943288611685],[2.3624031994537624]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, Little Suite, Op.61, BEQVr6_jlYM.mid",0,0,FALSE,TRUE,12,384,[68],[51],[2.235693709853555],[2.433821786718723]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, Oboe Sonata No.1, Op.4, KSG_OwrxPTU.mid",0,0,FALSE,TRUE,12,384,[51],[49],[2.2840711723858176],[2.6274490473499807]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, Piano Sonata No.2, Op.65, aReSmHstKAc.mid",0,0,FALSE,TRUE,12,384,[59],[48],[2.2813002340983286],[2.873596757851518]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, Trombone Sonata No.1, Op.22, tY5PpXYd8io.mid",0,0,FALSE,TRUE,12,384,[68],[52],[2.2913554351446486],[2.651633282412689]
"Eval-subsets/GiantPiano-MIDIs/Van Hoorick, Geert, Trombone Sonata No.2, Op.29, ezUVz63y6Lg.mid",0,0,FALSE,TRUE,12,384,[81],[52],[2.2237222118148603],[2.6519276651380563]
"Eval-subsets/GiantPiano-MIDIs/Vanderbeck, F. E., Edelweiss Glide Waltz, hugA4jHYnF8.mid",0,0,FALSE,TRUE,12,384,[76],[52],[2.2139886392484303],[2.4277861876725533]
"Eval-subsets/GiantPiano-MIDIs/Vanegas, Roy, The Dedication, XFYuID2PZ9c.mid",0,0,FALSE,TRUE,12,384,[78],[48],[2.124655698373811],[2.482313294435621]
"Eval-subsets/GiantPiano-MIDIs/Vanhal, Johann Baptist, 3 Sonatinas, Op.3, DbgTVeg87R4.mid",0,0,FALSE,TRUE,12,384,[67],[46],[2.0648896160889794],[2.303330240913621]
"Eval-subsets/GiantPiano-MIDIs/Vanhal, Johann Baptist, Andantino in F major, iY4mhZQQoOo.mid",0,0,FALSE,TRUE,12,384,[39],[43],[2.3142311971140836],[2.7575820261356174]
"Eval-subsets/GiantPiano-MIDIs/Vanhal, Johann Baptist, Clarinet Sonata in B-flat major, nMDfgyXn-qo.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.218438330862473],[2.3161377675373456]
"Eval-subsets/GiantPiano-MIDIs/Vardapet, Komitas, Dsirani dsar, 4Kyt5yWIWaQ.mid",0,0,FALSE,TRUE,12,384,[89],[52],[2.206148817089392],[2.282337976144317]
"Eval-subsets/GiantPiano-MIDIs/Varèse, Edgard, Un grand sommeil noir, pWyTe78X9F4.mid",0,0,FALSE,TRUE,12,384,[64],[47],[2.3022181310801537],[2.359460325871003]
"Eval-subsets/GiantPiano-MIDIs/Vargas, Guillaume, A Garden Dance, lcMWgKLcc20.mid",0,0,FALSE,TRUE,12,384,[59],[52],[2.315048081085844],[2.6516624081559605]
"Eval-subsets/GiantPiano-MIDIs/Vargas, Guillaume, The Spirit of the Nile, IwsHfns7i2o.mid",0,0,FALSE,TRUE,12,384,[72],[50],[2.1558159411775293],[2.367788583568163]
"Eval-subsets/GiantPiano-MIDIs/Varley, Irene, Capricietta, nVo5MHtR9aM.mid",0,0,FALSE,TRUE,12,384,[71],[52],[2.179185042573899],[2.40542035351277]
"Eval-subsets/GiantPiano-MIDIs/Varley, Irene, Love's Enchantment, h8QmDU2wuaE.mid",0,0,FALSE,TRUE,12,384,[78],[51],[2.1981436754724126],[2.442435808288753]
"Eval-subsets/GiantPiano-MIDIs/Varley, Irene, Love's Glamour, h8QmDU2wuaE.mid",0,0,FALSE,TRUE,12,384,[78],[51],[2.1981436754724126],[2.442435808288753]
"Eval-subsets/GiantPiano-MIDIs/Vaughan Williams, Ralph, Hymn Tune Prelude on Song 13, eIffkd6n6-0.mid",0,0,FALSE,TRUE,12,384,[62],[51],[2.1626723703407404],[2.3561725620349843]
"Eval-subsets/GiantPiano-MIDIs/Vaughan Williams, Ralph, Introduction and Fugue, LCr58P4gV1s.mid",0,0,FALSE,TRUE,12,384,[91],[52],[2.2439614461835804],[2.77291663594063]
"Eval-subsets/GiantPiano-MIDIs/Vaughan Williams, Ralph, Suite of 6 Short Pieces, DN7DEqzTUNc.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.2228317242571536],[2.4040930416449453]
"Eval-subsets/GiantPiano-MIDIs/Vaughan Williams, Ralph, The Lake in the Mountains, xLT5aiIgqIk.mid",0,0,FALSE,TRUE,12,384,[71],[52],[2.216610947434128],[2.3475692822066088]
"Eval-subsets/GiantPiano-MIDIs/Vaux, Ludovic de, La fille aux cheveux de lin, PzZaHUlYpSw.mid",0,0,FALSE,TRUE,12,384,[72],[49],[2.2039389859685077],[2.3902492479946797]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, Amor opra che puoi, Re5kNe19viM.mid",0,0,FALSE,TRUE,12,384,[42],[36],[2.230314293212475],[2.528587110203497]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, Coppia real, hbLC2tI5qlk.mid",0,0,FALSE,TRUE,12,384,[58],[51],[2.24999345095026],[2.491813813592435]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, De la mia cruda sorte, 8CAvxWNed0U.mid",0,0,FALSE,TRUE,12,384,[44],[49],[2.3322005500223217],[2.4847110100437653]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, E tra verdi arbuscelli, UCBS-9k1Gic.mid",0,0,FALSE,TRUE,12,384,[44],[50],[2.3335773432180305],[2.536476485995344]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, Fummo felici un tempo, TOBnTuAGmuE.mid",0,0,FALSE,TRUE,12,384,[43],[26],[2.291549695372433],[2.5283878237710025]
"Eval-subsets/GiantPiano-MIDIs/Vecchi, Orazio, Mostrau'in ciel, LxvX9wx54OY.mid",0,0,FALSE,TRUE,12,384,[46],[34],[2.378669609919185],[2.495794008922793]
"Eval-subsets/GiantPiano-MIDIs/Velásquez, Glauco, Melancolia, Op.76, UGUQI3D6P04.mid",0,0,FALSE,TRUE,12,384,[83],[51],[2.1569760362300205],[2.284310632932813]
"Eval-subsets/GiantPiano-MIDIs/Véley, Carl, Les nymphes de la mer, YwJ-EAh3m7w.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.1956053018592327],[2.4801843523379064]
"Eval-subsets/GiantPiano-MIDIs/Veprik, Aleksandr, Children's Album, Op.16, 0JGBbrRg8p8.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.2034140119472383],[2.439936325565928]
"Eval-subsets/GiantPiano-MIDIs/Veprik, Aleksandr, Dance, Op.13a, o66-5vY0sCE.mid",0,0,FALSE,TRUE,12,384,[63],[50],[2.2154455798790864],[2.536365177662549]
"Eval-subsets/GiantPiano-MIDIs/Veprik, Aleksandr, Piano Sonata No.1, Op.3, zcjitgg5tS8.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.238655773120391],[2.4330712859496373]
"Eval-subsets/GiantPiano-MIDIs/Veprik, Aleksandr, Piano Sonata No.2, Op.5, nNCQFf6uArg.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.2430264545964347],[2.4545407534149732]
"Eval-subsets/GiantPiano-MIDIs/Verbalis, Anthony, Piano Sonata in E-flat minor, MtAP6ZU7T8k.mid",0,0,FALSE,TRUE,12,384,[97],[52],[2.198733397748195],[2.4228319478101517]
"Eval-subsets/GiantPiano-MIDIs/Verbytskyi, Mykhaylo, Polonaise No.1, JdhpbngcSkE.mid",0,0,FALSE,TRUE,12,384,[102],[52],[2.244217486973109],[2.3783839825067004]
"Eval-subsets/GiantPiano-MIDIs/Verbytskyi, Mykhaylo, Polonaise No.2, QU2sgsNDzms.mid",0,0,FALSE,TRUE,12,384,[100],[52],[2.2279120809477586],[2.522525246034926]
"Eval-subsets/GiantPiano-MIDIs/Verdalle, Gabriel, Barcarolle, Op.10, 5y1T-z4VUAI.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.214267823482978],[2.2994860193130218]
"Eval-subsets/GiantPiano-MIDIs/Verdalle, Gabriel, Butterflies, sIdUwArHsIQ.mid",0,0,FALSE,TRUE,12,384,[74],[50],[2.0995541064356367],[2.3292374913660394]
"Eval-subsets/GiantPiano-MIDIs/Verdalle, Gabriel, Romance sans paroles, Op.6, yUYwTWb7t-k.mid",0,0,FALSE,TRUE,12,384,[62],[51],[2.0220786470577305],[2.417808386989499]
"Eval-subsets/GiantPiano-MIDIs/Verdi, Giuseppe, Romanza, 7pBqp0yiU1Q.mid",0,0,FALSE,TRUE,12,384,[79],[47],[2.121147243259064],[2.262703000979823]
"Eval-subsets/GiantPiano-MIDIs/Verhelst, Steven, A Song for Japan, xyFnt5dGJjM.mid",0,0,FALSE,TRUE,12,384,[70],[52],[2.30228913887147],[2.326365868751248]
"Eval-subsets/GiantPiano-MIDIs/Verheul, Maurice, Nocturne No.14, RjYd8xTc0sg.mid",0,0,FALSE,TRUE,12,384,[89],[52],[2.0537641418461092],[2.29820458858079]
"Eval-subsets/GiantPiano-MIDIs/Verley, Henri, Gavotte Pompadour, Op.18, Gi6wfKgRW8c.mid",0,0,FALSE,TRUE,12,384,[80],[52],[2.154480014186241],[2.4479861355827155]
"Eval-subsets/GiantPiano-MIDIs/Verotta, Davide, Immaginazioni, 65KUifIsusk.mid",0,0,FALSE,TRUE,12,384,[85],[52],[2.2219119752047405],[2.3342902754469694]
"Eval-subsets/GiantPiano-MIDIs/Verotta, Davide, Sonata Fantasia per il Pianoforte, s5RRw4-AdyU.mid",0,0,FALSE,TRUE,12,384,[84],[52],[2.1971874905652733],[2.285412464406221]
"Eval-subsets/GiantPiano-MIDIs/Verroust, Stanislas, Fantaisie sur 'Le Planteur de Monpou', Op.12, YkDuK6x99BU.mid",0,0,FALSE,TRUE,12,384,[42],[42],[2.1048886056956992],[2.511283426867237]
"Eval-subsets/GiantPiano-MIDIs/Verroust, Stanislas, Solo de concert No.4, Op.77, YqjO7i65ST4.mid",0,0,FALSE,TRUE,12,384,[76],[52],[2.223486518605494],[2.453255395598433]
"Eval-subsets/GiantPiano-MIDIs/Verroust, Stanislas, Solo de concert No.6, Op.79, SUNWOi9pDJM.mid",0,0,FALSE,TRUE,12,384,[73],[50],[2.201601991280608],[2.48146006075749]
"Eval-subsets/GiantPiano-MIDIs/Versel, Louis, Scherzo fantastico, pqXSampPkgQ.mid",0,0,FALSE,TRUE,12,384,[73],[52],[2.210171823386946],[2.462069325968858]
"Eval-subsets/GiantPiano-MIDIs/Vesnić, Davud, Prelude in F-sharp minor, bVW2T6uF5qc.mid",0,0,FALSE,TRUE,12,384,[79],[52],[2.1727247951010127],[2.2962245949058513]
"Eval-subsets/GiantPiano-MIDIs/Vianna da Motta, José, Ballada, Op.16, fH1QwkdtZDk.mid",0,0,FALSE,TRUE,12,384,[102],[52],[2.1936237884382437],[2.463393420442235]
"Eval-subsets/GiantPiano-MIDIs/Vicelli, Stefano, Momenti musicali, OAqkPXjLJeU.mid",0,0,FALSE,TRUE,12,384,[105],[52],[2.1771015534837117],[2.376078816786621]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Ad preces nostras, ews6YKoBqOY.mid",0,0,FALSE,TRUE,12,384,[43],[19],[2.323910946707216],[2.880104531494086]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Christe, Redemptor omnium I, o-vQVsQKEvU.mid",0,0,FALSE,TRUE,12,384,[38],[16],[2.30708886119291],[2.8873904795376335]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Deus, tuorum militum, Rw0cCCw0g24.mid",0,0,FALSE,TRUE,12,384,[34],[11],[2.244670603110678],[2.7971047882417612]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Doctor egregie Paule, u5mpMzu0Vvc.mid",0,0,FALSE,TRUE,12,384,[28],[15],[2.398007620385177],[2.962399255247053]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Duo Seraphim clamabant, Do1bmDMIR4o.mid",0,0,FALSE,TRUE,12,384,[49],[45],[2.176950131244337],[2.8547664745552193]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Estote fortes in bello, aeG5vOeUdYo.mid",0,0,FALSE,TRUE,12,384,[30],[20],[2.3469591152459786],[2.9577784997104115]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Heth. Misericordiæ Domini, zzn3-qwTuuY.mid",0,0,FALSE,TRUE,12,384,[43],[17],[2.2511510626071516],[2.923684151548926]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Hic vir despiciens mundum, 6twcp9k3p7s.mid",0,0,FALSE,TRUE,12,384,[35],[20],[2.3259797645744213],[2.901902811773674]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Hostis Herodes impie, uxmox9w4k2I.mid",0,0,FALSE,TRUE,12,384,[36],[16],[2.349601847286832],[2.7931575884459456]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Jesu, nostra redemptio, WBbjE9Mt0rk.mid",0,0,FALSE,TRUE,12,384,[35],[15],[2.3204773417037936],[2.857599106252544]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Lauda mater Ecclesia, JSxa8CZ9GJI.mid",0,0,FALSE,TRUE,12,384,[41],[18],[2.2262110537816118],[2.9221103235911206]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Missa Quam pulchri sunt, 3tliW2f4OsE.mid",0,0,FALSE,TRUE,12,384,[49],[18],[2.3770472514754655],[2.826769048734455]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Nisi Dominus, o6hIRc7oU8E.mid",0,0,FALSE,TRUE,12,384,[73],[24],[2.314893788722893],[2.909415800866853]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Petrus beatus, kQXsORcMNLM.mid",0,0,FALSE,TRUE,12,384,[35],[15],[2.387475066248808],[2.7872100269198388]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Quicumque Christum quaeritis, IvRRgyBVD74.mid",0,0,FALSE,TRUE,12,384,[34],[12],[2.236067953461983],[2.8440200650870304]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Quodcumque vinclis, yqyBbyjn1Ao.mid",0,0,FALSE,TRUE,12,384,[35],[15],[2.415595978241581],[2.8481023623411623]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Rex gloriose martyrum, maONEilCWzw.mid",0,0,FALSE,TRUE,12,384,[32],[22],[2.3613247191194087],[3.025373113357287]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Sanctorum meritis, jZDIzWW0nNY.mid",0,0,FALSE,TRUE,12,384,[43],[18],[2.295270436405519],[2.862187968028752]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Veni sancte Spiritus, 92gW3HWHSns.mid",0,0,FALSE,TRUE,12,384,[65],[23],[2.3680039386531515],[2.9006621860147455]
"Eval-subsets/GiantPiano-MIDIs/Victoria, Tomás Luis de, Vexilla regis prodeunt, HcWefBmdo80.mid",0,0,FALSE,TRUE,12,384,[39],[16],[2.4547108641881015],[2.8683146377093687]
"Eval-subsets/GiantPiano-MIDIs/Vidal, Paul, Air des folies d'Espagne, C-i3qd57Wsg.mid",0,0,FALSE,TRUE,12,384,[42],[32],[2.28666189207284],[2.459093877257942]
"Eval-subsets/GiantPiano-MIDIs/Vidal, Paul, Barcarolle, IBCb1OQ6e9Q.mid",0,0,FALSE,TRUE,12,384,[76],[51],[2.210396675091617],[2.4664784173820653]
"Eval-subsets/GiantPiano-MIDIs/Vidal, Paul, Concertino, b7Nm9iZ7TOo.mid",0,0,FALSE,TRUE,12,384,[75],[52],[2.253947149936717],[2.443420492804419]
"Eval-subsets/GiantPiano-MIDIs/Vierne, Louis, 2 Pieces for Piano, Op.7, Fp4HsHjTgQA.mid",0,0,FALSE,TRUE,12,384,[93],[52],[2.168024826590195],[2.291801992057683]
"Eval-subsets/GiantPiano-MIDIs/Vierne, Louis, 3 Nocturnes, Op.34, 9d7R3SY7IkA.mid",0,0,FALSE,TRUE,12,384,[90],[52],[2.1811994453616825],[2.37638598490408]
"Eval-subsets/GiantPiano-MIDIs/Vierne, Louis, Solitude, Op.44, LXzLaorwv0s.mid",0,0,FALSE,TRUE,12,384,[102],[52],[2.227134146652623],[2.484467222314173]
"Eval-subsets/GiantPiano-MIDIs/Vierne, Louis, Suite bourguignonne, Op.17, vcM5WTQ7wtY.mid",0,0,FALSE,TRUE,12,384,[80],[49],[2.1958457862676077],[2.384517326779113]
"Eval-subsets/GiantPiano-MIDIs/Vierne, René, Messe basse, Op.8, ig3mVicN_AE.mid",0,0,FALSE,TRUE,12,384,[56],[47],[2.3153894388389222],[2.4214023894071515]
"Eval-subsets/GiantPiano-MIDIs/Viëtor, Alba Rosa, Noche de Verano, XERH62-4BXY.mid",0,0,FALSE,TRUE,12,384,[100],[52],[2.213815368833174],[2.3418242166881953]
"Eval-subsets/GiantPiano-MIDIs/Viger, François, Gigue in C major, 9B4QCS_XJu0.mid",0,0,FALSE,TRUE,12,384,[22],[31],[2.3029324869179577],[2.5605449883330937]
"Eval-subsets/GiantPiano-MIDIs/Vilbac, Renaud de, Fantaisie sur 'La sonnambula', ZmXyqtPxBSs.mid",0,0,FALSE,TRUE,12,384,[86],[52],[2.205321808023084],[2.475715159605061]
